edad,estcivil,ingrmens,educacion,satlab,genero,familia
39,Casado,1769,Universitario incompleto,Neutro,Mujer,2
36,Soltero,2733,Universitario completo,Neutro,Hombre,1
28,Casado,2432,Bachillerato incompleto,Muy satisfecho,Hombre,6
54,Soltero,3412,Bachillerato incompleto,Satisfecho,Hombre,1
36,Casado,2590,Bachillerato completo,Neutro,Mujer,4
57,Soltero,18264,Universitario incompleto,Satisfecho,Mujer,1
41,Soltero,2022,Bachillerato incompleto,Muy satisfecho,Hombre,1
31,Casado,2069,Universitario incompleto,Insatisfecho,Hombre,7
39,Casado,2827,Universitario completo,Neutro,Mujer,2
54,Soltero,3744,Universitario completo,Satisfecho,Hombre,1
49,Soltero,3001,Universitario incompleto,Satisfecho,Mujer,2
54,Casado,3254,Bachillerato incompleto,Satisfecho,Hombre,2
36,Casado,1879,Universitario incompleto,Muy insatisfecho,Mujer,3
53,Casado,3112,Universitario completo,Satisfecho,Hombre,4
60,Casado,1500,Universitario incompleto,Insatisfecho,Hombre,2
29,Casado,1816,Bachillerato incompleto,Neutro,Mujer,6
50,Casado,1737,Bachillerato incompleto,Insatisfecho,Mujer,2
62,Casado,2148,Bachillerato completo,Neutro,Hombre,2
44,Soltero,2938,Bachillerato incompleto,Muy satisfecho,Hombre,1
65,Casado,5071,Bachillerato incompleto,Neutro,Mujer,2
56,Soltero,4676,Bachillerato incompleto,Muy satisfecho,Mujer,1
32,Casado,1990,Universitario completo,Muy insatisfecho,Mujer,4
40,Soltero,2717,Universitario completo,Insatisfecho,Hombre,1
20,Casado,1658,Bachillerato completo,Muy insatisfecho,Mujer,4
59,Casado,1611,Bachillerato completo,Muy satisfecho,Hombre,3
58,Soltero,1516,Bachillerato completo,Satisfecho,Hombre,1
37,Casado,2543,Post-universitario,Muy insatisfecho,Mujer,3
52,Soltero,3301,Bachillerato completo,Muy satisfecho,Mujer,1
29,Casado,2037,Bachillerato completo,Muy satisfecho,Hombre,6
48,Casado,1785,Bachillerato completo,Insatisfecho,Hombre,2
25,Soltero,1690,Bachillerato incompleto,Muy satisfecho,Mujer,1
35,Soltero,3760,Universitario completo,Neutro,Hombre,1
28,Casado,2796,Post-universitario,Satisfecho,Mujer,5
42,Casado,2322,Post-universitario,Satisfecho,Hombre,2
53,Casado,3207,Bachillerato incompleto,Muy satisfecho,Hombre,2
67,Casado,1516,Bachillerato incompleto,Neutro,Hombre,2
31,Casado,2859,Universitario incompleto,Satisfecho,Mujer,2
43,Soltero,2417,Bachillerato incompleto,Insatisfecho,Hombre,1
60,Casado,2306,Bachillerato completo,Satisfecho,Hombre,2
41,Soltero,4486,Universitario completo,Satisfecho,Hombre,1
62,Casado,2353,Universitario completo,Satisfecho,Hombre,2
37,Soltero,1800,Bachillerato incompleto,Muy insatisfecho,Mujer,2
37,Soltero,2085,Universitario completo,Neutro,Mujer,4
19,Casado,1674,Bachillerato completo,Neutro,Mujer,5
63,Casado,2448,Bachillerato incompleto,Muy satisfecho,Hombre,2
41,Soltero,2448,Universitario incompleto,Insatisfecho,Mujer,4
59,Casado,2259,Bachillerato incompleto,Neutro,Mujer,2
70,Soltero,1500,Bachillerato completo,Insatisfecho,Hombre,1
44,Casado,2116,Universitario incompleto,Neutro,Hombre,3
53,Soltero,3396,Bachillerato incompleto,Satisfecho,Mujer,1
37,Casado,1990,Bachillerato incompleto,Neutro,Mujer,4
64,Casado,1595,Bachillerato completo,Neutro,Mujer,2
56,Casado,2717,Bachillerato incompleto,Satisfecho,Hombre,2
31,Casado,2022,Bachillerato incompleto,Insatisfecho,Hombre,3
29,Casado,1816,Universitario incompleto,Insatisfecho,Hombre,3
51,Casado,2575,Universitario incompleto,Muy insatisfecho,Mujer,4
25,Casado,1706,Bachillerato incompleto,Neutro,Mujer,5
44,Casado,3554,Universitario completo,Muy satisfecho,Hombre,2
35,Soltero,1911,Bachillerato completo,Satisfecho,Mujer,1
29,Soltero,1832,Universitario incompleto,Neutro,Hombre,1
60,Casado,3159,Universitario completo,Neutro,Hombre,4
49,Casado,1958,Universitario completo,Muy insatisfecho,Mujer,2
21,Soltero,1800,Universitario incompleto,Neutro,Hombre,4
63,Soltero,1532,Bachillerato completo,Satisfecho,Mujer,1
20,Soltero,1642,Universitario incompleto,Muy insatisfecho,Hombre,1
33,Soltero,1927,Bachillerato incompleto,Muy insatisfecho,Mujer,1
61,Soltero,1737,Bachillerato incompleto,Muy insatisfecho,Hombre,1
53,Casado,1895,Universitario incompleto,Neutro,Mujer,4
35,Soltero,2101,Universitario incompleto,Muy satisfecho,Hombre,1
46,Soltero,2132,Bachillerato incompleto,Satisfecho,Mujer,1
23,Soltero,1658,Bachillerato incompleto,Insatisfecho,Mujer,1
47,Soltero,2259,Bachillerato completo,Insatisfecho,Mujer,1
49,Casado,2717,Bachillerato completo,Satisfecho,Mujer,2
43,Soltero,2954,Universitario completo,Muy insatisfecho,Mujer,1
64,Soltero,1532,Universitario completo,Satisfecho,Mujer,1
53,Casado,4945,Bachillerato completo,Muy satisfecho,Hombre,4
32,Casado,1642,Bachillerato completo,Neutro,Mujer,4
28,Casado,2037,Universitario completo,Neutro,Mujer,5
25,Casado,1769,Universitario completo,Muy insatisfecho,Mujer,4
31,Casado,1753,Post-universitario,Insatisfecho,Hombre,4
46,Soltero,2575,Universitario incompleto,Satisfecho,Mujer,1
34,Casado,1848,Bachillerato incompleto,Muy insatisfecho,Mujer,5
26,Casado,1721,Bachillerato incompleto,Neutro,Mujer,5
42,Casado,2006,Bachillerato incompleto,Satisfecho,Hombre,6
58,Casado,9195,Universitario incompleto,Muy satisfecho,Mujer,4
55,Soltero,2764,Universitario completo,Neutro,Hombre,1
63,Casado,2796,Bachillerato completo,Neutro,Mujer,2
59,Casado,3586,Bachillerato incompleto,Muy satisfecho,Hombre,2
43,Casado,2211,Bachillerato completo,Satisfecho,Hombre,4
41,Soltero,1785,Bachillerato incompleto,Insatisfecho,Mujer,1
34,Casado,1879,Universitario incompleto,Neutro,Hombre,2
19,Soltero,1611,Bachillerato completo,Muy insatisfecho,Mujer,3
27,Soltero,1769,Bachillerato incompleto,Insatisfecho,Hombre,1
38,Soltero,2037,Universitario incompleto,Satisfecho,Hombre,1
59,Soltero,1974,Universitario incompleto,Neutro,Hombre,1
21,Casado,1658,Universitario incompleto,Insatisfecho,Hombre,4
36,Casado,1990,Bachillerato completo,Satisfecho,Hombre,2
43,Casado,1895,Bachillerato completo,Muy satisfecho,Hombre,3
41,Casado,1737,Bachillerato incompleto,Neutro,Mujer,3
52,Soltero,1785,Bachillerato completo,Satisfecho,Hombre,1
25,Casado,1769,Bachillerato completo,Muy satisfecho,Hombre,6
24,Casado,1737,Universitario incompleto,Muy insatisfecho,Hombre,3
32,Soltero,2290,Bachillerato completo,Neutro,Hombre,2
60,Casado,7236,Bachillerato incompleto,Satisfecho,Hombre,2
54,Soltero,1848,Post-universitario,Insatisfecho,Mujer,1
35,Soltero,1769,Bachillerato completo,Muy insatisfecho,Hombre,1
46,Casado,2306,Bachillerato incompleto,Muy satisfecho,Hombre,2
25,Casado,1848,Bachillerato completo,Insatisfecho,Hombre,3
34,Casado,1737,Bachillerato completo,Muy insatisfecho,Hombre,4
30,Soltero,1943,Bachillerato incompleto,Satisfecho,Hombre,2
24,Casado,1785,Universitario completo,Insatisfecho,Mujer,3
34,Casado,1927,Universitario incompleto,Muy insatisfecho,Hombre,6
59,Casado,5308,Universitario incompleto,Muy satisfecho,Hombre,3
38,Casado,2717,Universitario incompleto,Satisfecho,Hombre,3
36,Casado,1816,Universitario incompleto,Neutro,Mujer,5
33,Casado,1706,Bachillerato completo,Satisfecho,Mujer,3
34,Casado,1816,Post-universitario,Insatisfecho,Mujer,4
57,Soltero,9653,Universitario incompleto,Muy satisfecho,Mujer,1
36,Soltero,2085,Universitario completo,Satisfecho,Hombre,1
39,Casado,2006,Universitario incompleto,Muy insatisfecho,Mujer,2
26,Casado,1895,Universitario incompleto,Neutro,Hombre,4
42,Casado,2180,Universitario incompleto,Muy satisfecho,Hombre,2
33,Soltero,3270,Universitario completo,Satisfecho,Hombre,1
42,Soltero,1879,Universitario incompleto,Muy insatisfecho,Mujer,1
46,Soltero,1911,Universitario completo,Insatisfecho,Mujer,1
28,Casado,1753,Post-universitario,Neutro,Mujer,6
40,Soltero,1927,Universitario incompleto,Insatisfecho,Mujer,1
47,Casado,1911,Bachillerato completo,Satisfecho,Hombre,4
25,Casado,1800,Bachillerato completo,Insatisfecho,Mujer,4
30,Soltero,1690,Post-universitario,Insatisfecho,Hombre,1
57,Soltero,3696,Post-universitario,Satisfecho,Mujer,1
23,Casado,1927,Universitario completo,Insatisfecho,Hombre,6
23,Soltero,1563,Universitario incompleto,Satisfecho,Hombre,1
38,Casado,1895,Universitario completo,Neutro,Mujer,4
37,Soltero,1974,Bachillerato completo,Insatisfecho,Hombre,1
47,Soltero,1658,Bachillerato incompleto,Muy insatisfecho,Mujer,1
20,Casado,1943,Universitario incompleto,Muy insatisfecho,Mujer,4
19,Casado,1579,Bachillerato incompleto,Muy insatisfecho,Hombre,3
26,Soltero,1706,Bachillerato incompleto,Neutro,Hombre,1
25,Soltero,2859,Universitario completo,Muy insatisfecho,Mujer,1
39,Soltero,1848,Universitario completo,Satisfecho,Hombre,1
31,Casado,1769,Post-universitario,Insatisfecho,Mujer,3
37,Soltero,1848,Bachillerato incompleto,Satisfecho,Hombre,1
44,Casado,1737,Post-universitario,Insatisfecho,Hombre,5
43,Soltero,2511,Universitario incompleto,Satisfecho,Mujer,1
50,Soltero,1911,Bachillerato incompleto,Neutro,Hombre,1
45,Soltero,1611,Bachillerato incompleto,Muy insatisfecho,Hombre,1
62,Casado,2922,Universitario incompleto,Muy satisfecho,Hombre,2
51,Casado,1927,Bachillerato completo,Muy satisfecho,Hombre,2
34,Soltero,2401,Bachillerato completo,Satisfecho,Hombre,1
47,Soltero,3270,Bachillerato completo,Insatisfecho,Mujer,3
49,Casado,2401,Universitario completo,Neutro,Mujer,4
40,Soltero,2322,Bachillerato incompleto,Satisfecho,Mujer,1
37,Casado,2748,Universitario incompleto,Neutro,Mujer,5
32,Casado,1832,Universitario incompleto,Muy insatisfecho,Hombre,3
57,Casado,1658,Bachillerato incompleto,Muy insatisfecho,Hombre,2
26,Soltero,1611,Bachillerato incompleto,Satisfecho,Mujer,1
36,Soltero,1943,Universitario incompleto,Muy insatisfecho,Hombre,1
29,Casado,2827,Universitario completo,Muy insatisfecho,Mujer,4
22,Casado,1911,Universitario completo,Muy insatisfecho,Mujer,2
28,Casado,1595,Universitario incompleto,Muy insatisfecho,Hombre,5
44,Soltero,2085,Bachillerato completo,Insatisfecho,Hombre,1
21,Casado,1579,Bachillerato incompleto,Neutro,Hombre,5
39,Soltero,1800,Bachillerato completo,Neutro,Mujer,2
43,Casado,1706,Bachillerato completo,Satisfecho,Hombre,2
30,Casado,1974,Universitario completo,Neutro,Hombre,4
35,Casado,1690,Bachillerato incompleto,Muy insatisfecho,Mujer,5
54,Casado,5087,Universitario incompleto,Satisfecho,Hombre,2
48,Casado,4091,Universitario completo,Satisfecho,Hombre,2
30,Soltero,2085,Universitario completo,Insatisfecho,Hombre,1
34,Soltero,2338,Bachillerato completo,Muy satisfecho,Mujer,4
58,Casado,3333,Bachillerato incompleto,Satisfecho,Mujer,2
62,Soltero,1911,Bachillerato incompleto,Insatisfecho,Hombre,1
39,Soltero,2132,Bachillerato incompleto,Muy satisfecho,Hombre,2
60,Casado,3080,Bachillerato incompleto,Satisfecho,Hombre,2
64,Soltero,3033,Bachillerato completo,Muy satisfecho,Mujer,1
43,Casado,2180,Universitario completo,Satisfecho,Hombre,2
42,Casado,1721,Bachillerato incompleto,Insatisfecho,Mujer,2
19,Soltero,1895,Bachillerato completo,Insatisfecho,Hombre,2
37,Casado,1816,Universitario incompleto,Neutro,Mujer,3
57,Casado,1753,Bachillerato incompleto,Satisfecho,Hombre,2
57,Casado,1690,Bachillerato incompleto,Satisfecho,Hombre,3
23,Casado,1642,Bachillerato incompleto,Satisfecho,Hombre,2
39,Soltero,2195,Bachillerato completo,Neutro,Mujer,1
35,Soltero,1895,Bachillerato completo,Neutro,Mujer,1
34,Casado,2211,Universitario completo,Satisfecho,Mujer,3
46,Soltero,4107,Bachillerato incompleto,Muy satisfecho,Mujer,1
48,Casado,3554,Bachillerato completo,Muy satisfecho,Hombre,2
37,Soltero,1864,Bachillerato incompleto,Insatisfecho,Mujer,1
28,Soltero,1864,Bachillerato incompleto,Neutro,Hombre,1
26,Casado,1627,Universitario completo,Muy insatisfecho,Mujer,3
62,Casado,2638,Universitario incompleto,Muy satisfecho,Hombre,2
63,Casado,2843,Bachillerato completo,Muy satisfecho,Hombre,3
32,Casado,1816,Bachillerato incompleto,Satisfecho,Hombre,5
49,Soltero,4044,Bachillerato completo,Neutro,Hombre,1
49,Casado,1721,Bachillerato incompleto,Insatisfecho,Hombre,2
22,Soltero,1769,Universitario incompleto,Muy insatisfecho,Mujer,1
53,Casado,2575,Bachillerato incompleto,Neutro,Hombre,2
34,Casado,3049,Bachillerato completo,Muy satisfecho,Mujer,4
52,Casado,4265,Universitario incompleto,Muy satisfecho,Mujer,2
43,Soltero,1642,Universitario completo,Neutro,Mujer,1
40,Casado,1848,Bachillerato incompleto,Neutro,Hombre,2
52,Soltero,1721,Bachillerato completo,Muy insatisfecho,Hombre,1
56,Soltero,3380,Universitario incompleto,Neutro,Hombre,1
48,Casado,2875,Bachillerato completo,Satisfecho,Mujer,4
38,Soltero,1690,Bachillerato completo,Neutro,Hombre,1
34,Casado,1958,Universitario completo,Neutro,Mujer,4
46,Casado,2306,Bachillerato completo,Insatisfecho,Hombre,2
60,Soltero,1895,Universitario incompleto,Neutro,Hombre,1
31,Soltero,1864,Bachillerato completo,Muy insatisfecho,Hombre,1
30,Casado,1895,Bachillerato completo,Muy satisfecho,Hombre,3
41,Soltero,2417,Bachillerato incompleto,Muy satisfecho,Mujer,3
49,Casado,2101,Bachillerato completo,Satisfecho,Mujer,3
27,Casado,1895,Bachillerato completo,Neutro,Mujer,6
25,Casado,1753,Universitario incompleto,Muy insatisfecho,Mujer,3
28,Casado,2022,Bachillerato incompleto,Satisfecho,Hombre,4
30,Soltero,2353,Universitario completo,Insatisfecho,Hombre,1
26,Casado,1658,Universitario completo,Insatisfecho,Hombre,5
32,Soltero,2085,Bachillerato incompleto,Insatisfecho,Mujer,1
38,Soltero,2480,Post-universitario,Neutro,Mujer,1
30,Casado,1690,Bachillerato completo,Muy insatisfecho,Hombre,4
50,Casado,3839,Universitario completo,Muy satisfecho,Hombre,2
44,Soltero,3444,Bachillerato completo,Neutro,Hombre,2
38,Soltero,1832,Bachillerato incompleto,Muy satisfecho,Hombre,1
44,Soltero,1879,Bachillerato completo,Muy insatisfecho,Mujer,1
28,Casado,1816,Universitario completo,Insatisfecho,Hombre,4
33,Soltero,2622,Universitario incompleto,Satisfecho,Mujer,1
30,Casado,1753,Universitario completo,Insatisfecho,Mujer,2
26,Casado,1800,Bachillerato completo,Neutro,Hombre,3
37,Soltero,1832,Universitario incompleto,Insatisfecho,Mujer,3
39,Casado,1769,Bachillerato incompleto,Insatisfecho,Hombre,2
31,Casado,1769,Bachillerato completo,Insatisfecho,Mujer,7
50,Casado,2385,Universitario completo,Satisfecho,Hombre,2
29,Casado,1737,Universitario completo,Insatisfecho,Hombre,4
39,Casado,1895,Post-universitario,Neutro,Mujer,4
39,Casado,2101,Bachillerato completo,Insatisfecho,Hombre,2
53,Casado,1769,Bachillerato completo,Insatisfecho,Mujer,3
71,Casado,1864,Bachillerato incompleto,Muy satisfecho,Mujer,2
60,Soltero,2322,Post-universitario,Insatisfecho,Mujer,2
42,Casado,2606,Bachillerato incompleto,Satisfecho,Mujer,2
36,Soltero,2859,Universitario completo,Neutro,Hombre,2
48,Casado,2575,Bachillerato completo,Insatisfecho,Hombre,4
42,Soltero,2243,Bachillerato completo,Satisfecho,Hombre,1
59,Soltero,1895,Bachillerato incompleto,Insatisfecho,Mujer,1
49,Casado,2812,Universitario completo,Satisfecho,Hombre,4
32,Soltero,1927,Bachillerato completo,Satisfecho,Hombre,1
26,Soltero,1690,Universitario incompleto,Muy insatisfecho,Mujer,3
27,Casado,1800,Universitario completo,Insatisfecho,Mujer,4
49,Soltero,1864,Bachillerato incompleto,Neutro,Hombre,1
53,Soltero,2985,Bachillerato incompleto,Muy insatisfecho,Hombre,1
54,Soltero,5750,Post-universitario,Muy satisfecho,Hombre,1
31,Soltero,2101,Universitario incompleto,Muy insatisfecho,Mujer,1
66,Casado,2164,Bachillerato completo,Satisfecho,Hombre,2
38,Soltero,1990,Bachillerato incompleto,Muy satisfecho,Hombre,2
47,Casado,1690,Universitario incompleto,Neutro,Mujer,2
43,Soltero,1911,Bachillerato completo,Neutro,Hombre,1
24,Casado,1595,Bachillerato completo,Insatisfecho,Hombre,2
65,Casado,2654,Bachillerato completo,Satisfecho,Hombre,2
41,Soltero,1816,Bachillerato completo,Satisfecho,Hombre,2
36,Soltero,1642,Universitario completo,Neutro,Mujer,1
35,Casado,1848,Universitario completo,Neutro,Hombre,6
28,Soltero,1753,Bachillerato incompleto,Insatisfecho,Mujer,1
65,Soltero,2448,Bachillerato incompleto,Muy satisfecho,Mujer,1
28,Soltero,1911,Bachillerato completo,Muy insatisfecho,Mujer,3
47,Soltero,3965,Post-universitario,Satisfecho,Mujer,1
44,Soltero,3080,Universitario incompleto,Insatisfecho,Hombre,3
42,Casado,1832,Universitario incompleto,Muy satisfecho,Hombre,2
49,Casado,2037,Universitario completo,Satisfecho,Mujer,2
54,Casado,2053,Bachillerato completo,Insatisfecho,Hombre,2
28,Soltero,1737,Bachillerato completo,Satisfecho,Mujer,1
55,Casado,2764,Bachillerato completo,Muy insatisfecho,Mujer,3
26,Soltero,2385,Post-universitario,Muy insatisfecho,Hombre,1
38,Soltero,3349,Universitario incompleto,Satisfecho,Mujer,1
29,Soltero,2116,Universitario incompleto,Muy insatisfecho,Hombre,4
30,Casado,1674,Bachillerato completo,Insatisfecho,Mujer,4
30,Casado,1879,Post-universitario,Neutro,Mujer,4
58,Soltero,1879,Bachillerato completo,Insatisfecho,Mujer,1
47,Casado,2654,Bachillerato incompleto,Insatisfecho,Hombre,2
60,Soltero,2037,Bachillerato incompleto,Muy satisfecho,Mujer,2
53,Soltero,3017,Universitario incompleto,Muy satisfecho,Hombre,1
38,Casado,2148,Bachillerato completo,Neutro,Mujer,4
31,Casado,2132,Universitario completo,Satisfecho,Mujer,5
75,Soltero,1548,Bachillerato incompleto,Muy satisfecho,Mujer,1
54,Soltero,4170,Bachillerato completo,Satisfecho,Mujer,1
41,Soltero,2385,Bachillerato completo,Muy satisfecho,Mujer,1
31,Soltero,1879,Post-universitario,Muy insatisfecho,Hombre,1
45,Soltero,4107,Universitario incompleto,Muy satisfecho,Hombre,1
24,Soltero,1706,Bachillerato completo,Neutro,Mujer,1
50,Casado,5213,Bachillerato completo,Satisfecho,Hombre,2
42,Soltero,1674,Universitario completo,Insatisfecho,Mujer,1
22,Casado,2322,Universitario completo,Insatisfecho,Mujer,4
29,Casado,1753,Bachillerato completo,Neutro,Mujer,3
43,Soltero,2069,Post-universitario,Neutro,Mujer,1
31,Casado,1816,Universitario incompleto,Muy insatisfecho,Hombre,4
28,Soltero,2037,Post-universitario,Insatisfecho,Mujer,1
28,Casado,2101,Post-universitario,Muy insatisfecho,Mujer,2
41,Casado,3222,Post-universitario,Neutro,Mujer,5
52,Soltero,2543,Bachillerato incompleto,Neutro,Mujer,2
45,Casado,2369,Bachillerato completo,Neutro,Hombre,3
36,Soltero,2164,Bachillerato completo,Insatisfecho,Mujer,1
25,Casado,1674,Bachillerato incompleto,Insatisfecho,Mujer,7
34,Casado,1879,Bachillerato completo,Insatisfecho,Hombre,2
20,Casado,1832,Universitario incompleto,Neutro,Hombre,4
31,Casado,1832,Bachillerato completo,Insatisfecho,Mujer,2
35,Casado,2116,Universitario completo,Satisfecho,Hombre,4
21,Casado,1642,Universitario incompleto,Insatisfecho,Mujer,4
42,Soltero,2085,Bachillerato incompleto,Muy satisfecho,Hombre,1
33,Soltero,1864,Bachillerato completo,Muy insatisfecho,Mujer,1
40,Soltero,3159,Universitario incompleto,Muy satisfecho,Hombre,1
47,Casado,2274,Universitario incompleto,Insatisfecho,Hombre,4
65,Casado,6461,Bachillerato incompleto,Satisfecho,Mujer,3
34,Soltero,1737,Universitario incompleto,Muy insatisfecho,Hombre,1
26,Casado,1848,Bachillerato incompleto,Satisfecho,Hombre,6
61,Casado,1721,Bachillerato completo,Satisfecho,Mujer,2
42,Casado,2827,Bachillerato incompleto,Satisfecho,Hombre,5
59,Soltero,2085,Universitario incompleto,Neutro,Hombre,1
36,Soltero,1895,Bachillerato completo,Insatisfecho,Hombre,1
55,Soltero,4471,Bachillerato completo,Muy satisfecho,Hombre,1
41,Casado,1816,Universitario incompleto,Satisfecho,Mujer,2
55,Soltero,3096,Universitario completo,Satisfecho,Hombre,1
59,Casado,1943,Bachillerato incompleto,Insatisfecho,Hombre,4
51,Soltero,3049,Bachillerato completo,Satisfecho,Mujer,1
27,Casado,2401,Universitario completo,Satisfecho,Hombre,4
57,Casado,3696,Bachillerato completo,Neutro,Hombre,3
58,Casado,2006,Bachillerato completo,Insatisfecho,Hombre,2
40,Soltero,1753,Bachillerato completo,Neutro,Mujer,3
32,Casado,1943,Universitario completo,Satisfecho,Mujer,2
29,Soltero,2259,Post-universitario,Insatisfecho,Mujer,2
47,Soltero,1927,Universitario incompleto,Muy satisfecho,Hombre,4
48,Soltero,3744,Bachillerato incompleto,Neutro,Hombre,1
54,Casado,2385,Universitario completo,Muy insatisfecho,Hombre,3
42,Casado,2353,Bachillerato completo,Insatisfecho,Hombre,5
38,Casado,2464,Bachillerato completo,Neutro,Mujer,2
52,Soltero,1974,Bachillerato completo,Muy satisfecho,Hombre,1
56,Soltero,2211,Universitario incompleto,Muy satisfecho,Hombre,1
19,Soltero,1785,Bachillerato completo,Muy insatisfecho,Hombre,2
